Entry,Exit,A,AB,B,BC,C,CD,D,DE,E,Days,Inverted,Entry_Working_Day,Exit_Working_Day,Entry_precipitation_sum,Entry_rain_sum,Entry_snowfall_sum,Entry_wind_speed_10m_max,Entry_wind_gusts_10m_max,Entry_wind_direction_10m_dominant,Exit_precipitation_sum,Exit_rain_sum,Exit_snowfall_sum,Exit_wind_speed_10m_max,Exit_wind_gusts_10m_max,Exit_wind_direction_10m_dominant
2023-03-16,2023-03-28,0,0,0,0,0,2,0,0,0,12,1,1,1,2.9,2.9,0.0,22.86496,40.32,160.16885,0.4,0.4,0.0,15.496736,27.0,160.62695
2023-03-28,2023-03-29,0,0,0,0,2,0,0,0,0,1,1,1,1,0.4,0.4,0.0,15.496736,27.0,160.62695,0.0,0.0,0.0,19.559633,33.48,217.99878
2023-03-29,2023-03-29,0,0,0,2,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,19.559633,33.48,217.99878,0.0,0.0,0.0,19.559633,33.48,217.99878
2023-03-29,2023-04-03,0,0,2,0,0,0,0,0,0,5,1,1,1,0.0,0.0,0.0,19.559633,33.48,217.99878,0.0,0.0,0.0,15.463246,32.399998,16.933586
2023-04-03,2023-04-14,0,2,0,0,0,0,0,0,0,11,1,1,1,0.0,0.0,0.0,15.463246,32.399998,16.933586,0.90000004,0.90000004,0.0,25.72174,48.239998,305.31757
2023-04-29,2023-04-29,0,4,0,0,0,0,0,0,0,0,0,0,0,1.5000001,1.5000001,0.0,19.8,38.16,307.74338,1.5000001,1.5000001,0.0,19.8,38.16,307.74338
2023-04-29,2023-05-04,0,0,4,0,0,0,0,0,0,5,0,0,1,1.5000001,1.5000001,0.0,19.8,38.16,307.74338,7.7999997,7.7999997,0.0,11.252519,20.519999,31.35702
2023-05-04,2023-05-04,0,0,0,4,0,0,0,0,0,0,0,1,1,7.7999997,7.7999997,0.0,11.252519,20.519999,31.35702,7.7999997,7.7999997,0.0,11.252519,20.519999,31.35702
2023-05-04,2023-05-05,0,0,0,0,4,0,0,0,0,1,0,1,1,7.7999997,7.7999997,0.0,11.252519,20.519999,31.35702,0.0,0.0,0.0,14.618837,29.16,212.82854
2023-05-05,2023-05-15,0,0,0,0,0,4,0,0,0,10,0,1,1,0.0,0.0,0.0,14.618837,29.16,212.82854,1.9000002,1.9000002,0.0,21.99538,42.48,8.340786
2023-05-15,2023-05-17,0,0,0,0,0,0,4,0,0,2,0,1,1,1.9000002,1.9000002,0.0,21.99538,42.48,8.340786,0.0,0.0,0.0,18.998314,37.8,8.053194
2023-05-17,2023-05-17,0,0,0,0,0,0,0,4,0,0,0,1,1,0.0,0.0,0.0,18.998314,37.8,8.053194,0.0,0.0,0.0,18.998314,37.8,8.053194
2023-05-17,2023-06-01,0,0,0,0,0,0,0,0,4,15,0,1,1,0.0,0.0,0.0,18.998314,37.8,8.053194,0.1,0.1,0.0,22.253124,44.28,61.01128
2023-06-01,2023-06-01,0,0,0,0,0,0,0,4,0,0,1,1,1,0.1,0.1,0.0,22.253124,44.28,61.01128,0.1,0.1,0.0,22.253124,44.28,61.01128
2023-06-01,2023-06-03,0,0,0,0,0,0,4,0,0,2,1,1,0,0.1,0.1,0.0,22.253124,44.28,61.01128,10.599999,10.599999,0.0,7.5942082,22.68,84.805756
2023-06-01,2023-06-16,1,0,0,0,0,0,0,0,0,30,0,1,1,0.1,0.1,0.0,22.253124,44.28,61.01128,9.900001,9.900001,0.0,16.595179,30.960001,146.68288
2023-06-03,2023-06-12,0,0,0,0,0,4,0,0,0,9,1,0,1,10.599999,10.599999,0.0,7.5942082,22.68,84.805756,16.6,16.6,0.0,13.32,29.519999,324.0608
2023-06-12,2023-06-13,0,0,0,0,4,0,0,0,0,1,1,1,1,16.6,16.6,0.0,13.32,29.519999,324.0608,0.4,0.4,0.0,24.905132,47.16,283.89273
2023-06-13,2023-06-13,0,0,0,4,0,0,0,0,0,0,1,1,1,0.4,0.4,0.0,24.905132,47.16,283.89273,0.4,0.4,0.0,24.905132,47.16,283.89273
2023-06-13,2023-06-18,0,0,4,0,0,0,0,0,0,5,1,1,0,0.4,0.4,0.0,24.905132,47.16,283.89273,26.2,26.2,0.0,19.137648,39.6,120.859184
2023-06-16,2023-06-16,0,2,0,0,0,0,0,0,0,0,0,1,1,9.900001,9.900001,0.0,16.595179,30.960001,146.68288,9.900001,9.900001,0.0,16.595179,30.960001,146.68288
2023-06-16,2023-06-21,0,0,2,0,0,0,0,0,0,5,0,1,1,9.900001,9.900001,0.0,16.595179,30.960001,146.68288,27.900002,27.900002,0.0,19.33639,38.88,287.5859
2023-06-18,2023-07-21,0,3,0,0,0,0,0,0,0,33,1,0,1,26.2,26.2,0.0,19.137648,39.6,120.859184,0.0,0.0,0.0,14.982228,28.44,307.19284
2023-06-18,2023-09-24,0,1,0,0,0,0,0,0,0,98,1,0,0,26.2,26.2,0.0,19.137648,39.6,120.859184,0.0,0.0,0.0,11.879999,19.08,98.08256
2023-06-21,2023-06-21,0,0,0,2,0,0,0,0,0,0,0,1,1,27.900002,27.900002,0.0,19.33639,38.88,287.5859,27.900002,27.900002,0.0,19.33639,38.88,287.5859
2023-06-21,2023-06-22,0,0,0,0,2,0,0,0,0,1,0,1,1,27.900002,27.900002,0.0,19.33639,38.88,287.5859,0.0,0.0,0.0,10.086427,18.72,336.4477
2023-06-22,2023-07-03,0,0,0,0,0,2,0,0,0,11,0,1,1,0.0,0.0,0.0,10.086427,18.72,336.4477,0.3,0.3,0.0,21.707731,41.760002,255.55725
2023-07-03,2023-07-05,0,0,0,0,0,0,2,0,0,2,0,1,1,0.3,0.3,0.0,21.707731,41.760002,255.55725,6.3,6.3,0.0,11.885453,21.599998,8.267088
2023-07-05,2023-07-05,0,0,0,0,0,0,0,2,0,0,0,1,1,6.3,6.3,0.0,11.885453,21.599998,8.267088,6.3,6.3,0.0,11.885453,21.599998,8.267088
2023-07-05,2023-07-20,0,0,0,0,0,0,0,0,2,15,0,1,1,6.3,6.3,0.0,11.885453,21.599998,8.267088,0.90000004,0.90000004,0.0,15.072783,29.519999,299.65344
2023-07-20,2023-07-20,0,0,0,0,0,0,0,2,0,0,1,1,1,0.90000004,0.90000004,0.0,15.072783,29.519999,299.65344,0.90000004,0.90000004,0.0,15.072783,29.519999,299.65344
2023-07-20,2023-07-22,0,0,0,0,0,0,2,0,0,2,1,1,0,0.90000004,0.90000004,0.0,15.072783,29.519999,299.65344,0.1,0.1,0.0,11.384198,21.96,258.3407
2023-07-22,2023-07-31,0,0,0,0,0,2,0,0,0,9,1,0,1,0.1,0.1,0.0,11.384198,21.96,258.3407,9.8,9.8,0.0,22.7057,44.28,259.89288
2023-07-31,2023-08-01,0,0,0,0,2,0,0,0,0,1,1,1,1,9.8,9.8,0.0,22.7057,44.28,259.89288,1.4,1.4,0.0,34.981182,63.72,251.71422
2023-08-01,2023-08-01,0,0,0,2,0,0,0,0,0,0,1,1,1,1.4,1.4,0.0,34.981182,63.72,251.71422,1.4,1.4,0.0,34.981182,63.72,251.71422
2023-08-01,2023-08-06,0,0,2,0,0,0,0,0,0,5,1,1,0,1.4,1.4,0.0,34.981182,63.72,251.71422,0.0,0.0,0.0,9.983106,21.599998,3.2121334
2023-08-05,2023-08-05,0,4,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.0,16.418526,33.48,304.79834,0.5,0.5,0.0,16.418526,33.48,304.79834
2023-08-05,2023-08-10,0,0,4,0,0,0,0,0,0,5,0,0,1,0.5,0.5,0.0,16.418526,33.48,304.79834,0.0,0.0,0.0,10.296251,18.359999,9.593087
2023-08-06,2023-08-22,0,2,0,0,0,0,0,0,0,16,1,0,1,0.0,0.0,0.0,9.983106,21.599998,3.2121334,0.0,0.0,0.0,9.422101,19.44,100.35691
2023-08-10,2023-08-10,0,0,0,4,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,10.296251,18.359999,9.593087,0.0,0.0,0.0,10.296251,18.359999,9.593087
2023-08-10,2023-08-11,0,0,0,0,4,0,0,0,0,1,0,1,1,0.0,0.0,0.0,10.296251,18.359999,9.593087,1.0,1.0,0.0,13.684735,29.16,298.89417
2023-08-11,2023-08-21,0,0,0,0,0,4,0,0,0,10,0,1,1,1.0,1.0,0.0,13.684735,29.16,298.89417,0.0,0.0,0.0,11.841756,21.599998,331.13492
2023-08-21,2023-08-23,0,0,0,0,0,0,4,0,0,2,0,1,1,0.0,0.0,0.0,11.841756,21.599998,331.13492,0.0,0.0,0.0,20.12461,47.88,210.46544
2023-08-23,2023-08-23,0,0,0,0,0,0,0,4,0,0,0,1,1,0.0,0.0,0.0,20.12461,47.88,210.46544,0.0,0.0,0.0,20.12461,47.88,210.46544
2023-08-23,2023-09-07,0,0,0,0,0,0,0,0,4,15,0,1,1,0.0,0.0,0.0,20.12461,47.88,210.46544,0.0,0.0,0.0,11.304229,24.48,122.7166
2023-09-06,2023-09-06,0,2,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,13.18308,25.56,121.80721,0.0,0.0,0.0,13.18308,25.56,121.80721
2023-09-06,2023-09-11,0,0,2,0,0,0,0,0,0,5,0,1,1,0.0,0.0,0.0,13.18308,25.56,121.80721,22.300001,22.300001,0.0,10.495713,22.68,290.91608
2023-09-07,2023-09-07,0,0,0,0,0,0,0,4,0,0,1,1,1,0.0,0.0,0.0,11.304229,24.48,122.7166,0.0,0.0,0.0,11.304229,24.48,122.7166
2023-09-07,2023-09-09,0,0,0,0,0,0,4,0,0,2,1,1,0,0.0,0.0,0.0,11.304229,24.48,122.7166,0.1,0.1,0.0,9.726664,33.48,103.32451
2023-09-09,2023-09-21,0,0,0,0,0,4,0,0,0,12,1,0,1,0.1,0.1,0.0,9.726664,33.48,103.32451,3.7999995,3.7999995,0.0,21.470612,38.88,242.38042
2023-09-11,2023-09-11,0,0,0,2,0,0,0,0,0,0,0,1,1,22.300001,22.300001,0.0,10.495713,22.68,290.91608,22.300001,22.300001,0.0,10.495713,22.68,290.91608
2023-09-11,2023-09-12,0,0,0,0,2,0,0,0,0,1,0,1,1,22.300001,22.300001,0.0,10.495713,22.68,290.91608,0.6,0.6,0.0,11.988594,25.56,301.47675
2023-09-12,2023-09-22,0,0,0,0,0,2,0,0,0,10,0,1,1,0.6,0.6,0.0,11.988594,25.56,301.47675,0.2,0.2,0.0,14.255272,26.64,265.10095
2023-09-21,2023-09-22,0,0,0,0,4,0,0,0,0,1,1,1,1,3.7999995,3.7999995,0.0,21.470612,38.88,242.38042,0.2,0.2,0.0,14.255272,26.64,265.10095
2023-09-22,2023-09-22,0,0,0,4,0,0,0,0,0,0,1,1,1,0.2,0.2,0.0,14.255272,26.64,265.10095,0.2,0.2,0.0,14.255272,26.64,265.10095
2023-09-22,2023-09-24,0,0,0,0,0,0,2,0,0,2,0,1,0,0.2,0.2,0.0,14.255272,26.64,265.10095,0.0,0.0,0.0,11.879999,19.08,98.08256
2023-09-22,2023-09-27,0,0,4,0,0,0,0,0,0,5,1,1,1,0.2,0.2,0.0,14.255272,26.64,265.10095,0.0,0.0,0.0,13.392774,25.919998,208.09929
2023-09-24,2023-09-24,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,11.879999,19.08,98.08256,0.0,0.0,0.0,11.879999,19.08,98.08256
2023-09-24,2023-10-09,0,0,0,0,0,0,0,0,2,30,0,0,1,0.0,0.0,0.0,11.879999,19.08,98.08256,0.0,0.0,0.0,9.83268,12.24,317.0309
2023-09-27,2023-11-12,0,3,0,0,0,0,0,0,0,46,1,1,0,0.0,0.0,0.0,13.392774,25.919998,208.09929,4.1,4.1,0.0,17.208603,31.319998,222.45624
2023-09-27,2024-02-19,0,1,0,0,0,0,0,0,0,145,1,1,1,0.0,0.0,0.0,13.392774,25.919998,208.09929,1.1,1.1,0.0,9.178235,16.199999,233.03937
2023-10-09,2023-10-09,0,2,0,0,0,0,0,2,0,0,1,1,1,0.0,0.0,0.0,9.83268,12.24,317.0309,0.0,0.0,0.0,9.83268,12.24,317.0309
2023-10-09,2023-10-11,0,0,0,0,0,0,2,0,0,2,1,1,1,0.0,0.0,0.0,9.83268,12.24,317.0309,0.0,0.0,0.0,10.495713,18.0,147.23279
2023-10-09,2023-10-14,0,0,2,0,0,0,0,0,0,5,0,1,0,0.0,0.0,0.0,9.83268,12.24,317.0309,0.0,0.0,0.0,14.168641,29.88,47.040855
2023-10-11,2023-10-21,0,0,0,0,0,2,0,0,0,10,1,1,0,0.0,0.0,0.0,10.495713,18.0,147.23279,0.6,0.6,0.0,15.281989,30.960001,140.3431
2023-10-14,2023-10-14,0,0,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,14.168641,29.88,47.040855,0.0,0.0,0.0,14.168641,29.88,47.040855
2023-10-14,2023-10-15,0,0,0,0,2,0,0,0,0,1,0,0,0,0.0,0.0,0.0,14.168641,29.88,47.040855,0.0,0.0,0.0,14.799459,25.199999,96.052536
2023-10-15,2023-10-26,0,0,0,0,0,2,0,0,0,11,0,0,1,0.0,0.0,0.0,14.799459,25.199999,96.052536,10.400001,10.400001,0.0,31.956972,60.479996,236.75696
2023-10-21,2023-10-22,0,0,0,0,2,0,0,0,0,1,1,0,0,0.6,0.6,0.0,15.281989,30.960001,140.3431,14.500001,14.500001,0.0,18.440998,33.839996,233.77875
2023-10-22,2023-10-22,0,0,0,2,0,0,0,0,0,0,1,0,0,14.500001,14.500001,0.0,18.440998,33.839996,233.77875,14.500001,14.500001,0.0,18.440998,33.839996,233.77875
2023-10-22,2023-10-27,0,0,2,0,0,0,0,0,0,5,1,0,1,14.500001,14.500001,0.0,18.440998,33.839996,233.77875,4.3999996,4.3999996,0.0,29.035288,55.44,195.40808
2023-10-26,2023-10-28,0,0,0,0,0,0,2,0,0,2,0,1,0,10.400001,10.400001,0.0,31.956972,60.479996,236.75696,32.3,32.3,0.0,16.055355,49.68,192.04778
2023-10-27,2023-11-12,0,1,0,0,0,0,0,0,0,16,1,1,0,4.3999996,4.3999996,0.0,29.035288,55.44,195.40808,4.1,4.1,0.0,17.208603,31.319998,222.45624
2023-10-27,2024-02-26,0,1,0,0,0,0,0,0,0,122,1,1,1,4.3999996,4.3999996,0.0,29.035288,55.44,195.40808,2.5,2.5,0.0,24.162945,47.16,341.6777
2023-10-28,2023-10-28,0,0,0,0,0,0,0,2,0,0,0,0,0,32.3,32.3,0.0,16.055355,49.68,192.04778,32.3,32.3,0.0,16.055355,49.68,192.04778
2023-10-28,2023-11-12,0,0,0,0,0,0,0,0,2,15,0,0,0,32.3,32.3,0.0,16.055355,49.68,192.04778,4.1,4.1,0.0,17.208603,31.319998,222.45624
2023-11-12,2023-11-12,0,0,0,0,0,0,0,2,0,0,1,0,0,4.1,4.1,0.0,17.208603,31.319998,222.45624,4.1,4.1,0.0,17.208603,31.319998,222.45624
2023-11-12,2023-11-14,0,0,0,0,0,0,2,0,0,2,1,0,1,4.1,4.1,0.0,17.208603,31.319998,222.45624,0.90000004,0.90000004,0.0,13.783817,25.199999,196.83174
2023-11-14,2023-11-24,0,0,0,0,0,2,0,0,0,10,1,1,1,0.90000004,0.90000004,0.0,13.783817,25.199999,196.83174,0.1,0.1,0.0,13.849476,25.56,39.487156
2023-11-24,2023-11-25,0,0,0,0,2,0,0,0,0,1,1,1,0,0.1,0.1,0.0,13.849476,25.56,39.487156,0.0,0.0,0.0,8.12197,18.359999,95.4476
2023-11-25,2023-11-25,0,0,0,2,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,8.12197,18.359999,95.4476,0.0,0.0,0.0,8.12197,18.359999,95.4476
2023-11-25,2023-11-30,0,0,2,0,0,0,0,0,0,5,1,0,1,0.0,0.0,0.0,8.12197,18.359999,95.4476,8.900001,8.900001,0.0,12.0694,22.319998,319.10522
2023-11-27,2023-11-27,0,4,0,0,0,0,0,0,0,0,0,1,1,0.4,0.4,0.0,17.782688,34.2,329.18604,0.4,0.4,0.0,17.782688,34.2,329.18604
2023-11-27,2023-12-02,0,0,4,0,0,0,0,0,0,5,0,1,0,0.4,0.4,0.0,17.782688,34.2,329.18604,0.1,0.1,0.0,18.35647,32.399998,142.62558
2023-11-30,2023-12-14,0,2,0,0,0,0,0,0,0,14,1,1,1,8.900001,8.900001,0.0,12.0694,22.319998,319.10522,5.9,5.9,0.0,11.27553,21.96,349.26114
2023-12-02,2023-12-02,0,0,0,4,0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,18.35647,32.399998,142.62558,0.1,0.1,0.0,18.35647,32.399998,142.62558
2023-12-02,2023-12-03,0,0,0,0,4,0,0,0,0,1,0,0,0,0.1,0.1,0.0,18.35647,32.399998,142.62558,15.099999,15.099999,0.0,29.131096,56.16,208.37752
2023-12-03,2023-12-13,0,0,0,0,0,4,0,0,0,10,0,0,1,15.099999,15.099999,0.0,29.131096,56.16,208.37752,0.1,0.1,0.0,17.0763,30.599998,314.5172
2023-12-13,2023-12-15,0,0,0,0,0,0,4,0,0,2,0,1,1,0.1,0.1,0.0,17.0763,30.599998,314.5172,0.0,0.0,0.0,13.044722,26.28,27.118792
2023-12-15,2023-12-15,0,0,0,0,0,0,0,4,0,0,0,1,1,0.0,0.0,0.0,13.044722,26.28,27.118792,0.0,0.0,0.0,13.044722,26.28,27.118792
2023-12-15,2023-12-30,0,0,0,0,0,0,0,0,4,15,0,1,0,0.0,0.0,0.0,13.044722,26.28,27.118792,5.0999994,5.0999994,0.0,29.601109,58.679996,239.75104
2023-12-29,2023-12-29,0,2,0,0,0,0,0,0,0,0,0,1,1,0.1,0.1,0.0,16.199999,28.08,173.07535,0.1,0.1,0.0,16.199999,28.08,173.07535
2023-12-29,2024-01-03,0,0,2,0,0,0,0,0,0,5,0,1,1,0.1,0.1,0.0,16.199999,28.08,173.07535,4.0,4.0,0.0,17.727943,33.839996,206.43823
2023-12-30,2023-12-30,0,0,0,0,0,0,0,4,0,0,1,0,0,5.0999994,5.0999994,0.0,29.601109,58.679996,239.75104,5.0999994,5.0999994,0.0,29.601109,58.679996,239.75104
2023-12-30,2024-01-01,0,0,0,0,0,0,4,0,0,2,1,0,1,5.0999994,5.0999994,0.0,29.601109,58.679996,239.75104,1.8,1.8,0.0,30.827856,56.519997,214.67123
2024-01-01,2024-01-13,0,0,0,0,0,4,0,0,0,12,1,1,0,1.8,1.8,0.0,30.827856,56.519997,214.67123,0.2,0.2,0.0,7.172949,11.5199995,98.325615
2024-01-03,2024-01-03,0,0,0,2,0,0,0,0,0,0,0,1,1,4.0,4.0,0.0,17.727943,33.839996,206.43823,4.0,4.0,0.0,17.727943,33.839996,206.43823
2024-01-03,2024-01-04,0,0,0,0,2,0,0,0,0,1,0,1,1,4.0,4.0,0.0,17.727943,33.839996,206.43823,3.6,3.6,0.0,14.113652,31.68,262.4735
2024-01-04,2024-01-14,0,0,0,0,0,2,0,0,0,10,0,1,0,3.6,3.6,0.0,14.113652,31.68,262.4735,3.6,3.6,0.0,11.983188,21.96,89.15121
2024-01-13,2024-01-14,0,0,0,0,4,0,0,0,0,1,1,0,0,0.2,0.2,0.0,7.172949,11.5199995,98.325615,3.6,3.6,0.0,11.983188,21.96,89.15121
2024-01-14,2024-01-14,0,0,0,4,0,0,0,0,0,0,1,0,0,3.6,3.6,0.0,11.983188,21.96,89.15121,3.6,3.6,0.0,11.983188,21.96,89.15121
2024-01-14,2024-01-16,0,0,0,0,0,0,2,0,0,2,0,0,1,3.6,3.6,0.0,11.983188,21.96,89.15121,1.8,1.8,0.0,29.882166,55.079998,213.12024
2024-01-14,2024-01-19,0,0,4,0,0,0,0,0,0,5,1,0,1,3.6,3.6,0.0,11.983188,21.96,89.15121,0.0,0.0,0.0,14.007655,24.48,82.52143
2024-01-16,2024-01-16,0,0,0,0,0,0,0,2,0,0,0,1,1,1.8,1.8,0.0,29.882166,55.079998,213.12024,1.8,1.8,0.0,29.882166,55.079998,213.12024
2024-01-16,2024-01-31,0,0,0,0,0,0,0,0,2,15,0,1,1,1.8,1.8,0.0,29.882166,55.079998,213.12024,0.4,0.4,0.0,10.495713,21.96,269.6303
2024-01-19,2024-02-19,0,2,0,0,0,0,0,0,0,31,1,1,1,0.0,0.0,0.0,14.007655,24.48,82.52143,1.1,1.1,0.0,9.178235,16.199999,233.03937
2024-01-31,2024-01-31,0,0,0,0,0,0,0,2,0,0,1,1,1,0.4,0.4,0.0,10.495713,21.96,269.6303,0.4,0.4,0.0,10.495713,21.96,269.6303
2024-01-31,2024-02-02,0,0,0,0,0,0,2,0,0,2,1,1,1,0.4,0.4,0.0,10.495713,21.96,269.6303,0.0,0.0,0.0,9.387651,18.0,18.78603
2024-02-02,2024-02-13,0,0,0,0,0,2,0,0,0,11,1,1,1,0.0,0.0,0.0,9.387651,18.0,18.78603,0.0,0.0,0.0,13.513193,24.48,144.00607
2024-02-13,2024-02-14,0,0,0,0,2,0,0,0,0,1,1,1,1,0.0,0.0,0.0,13.513193,24.48,144.00607,0.5,0.5,0.0,21.533897,42.839996,145.56912
2024-02-14,2024-02-14,0,0,0,2,0,0,0,0,0,0,1,1,1,0.5,0.5,0.0,21.533897,42.839996,145.56912,0.5,0.5,0.0,21.533897,42.839996,145.56912
2024-02-14,2024-02-19,0,0,2,0,0,0,0,0,0,5,1,1,1,0.5,0.5,0.0,21.533897,42.839996,145.56912,1.1,1.1,0.0,9.178235,16.199999,233.03937
2024-02-19,2024-02-19,0,1,0,0,0,0,0,0,0,0,1,1,1,1.1,1.1,0.0,9.178235,16.199999,233.03937,1.1,1.1,0.0,9.178235,16.199999,233.03937
2024-03-05,2024-03-05,0,4,0,0,0,0,0,0,0,0,0,1,1,1.8204302,1.8193549,0.00075268815,19.179728,37.01419,192.2118,1.8204302,1.8193549,0.00075268815,19.179728,37.01419,192.2118
2024-03-05,2024-03-10,0,0,4,0,0,0,0,0,0,5,0,1,0,1.8204302,1.8193549,0.00075268815,19.179728,37.01419,192.2118,1.8204302,1.8193549,0.00075268815,19.179728,37.01419,192.2118
2024-03-10,2024-03-10,0,0,0,4,0,0,0,0,0,0,0,0,0,1.8204302,1.8193549,0.00075268815,19.179728,37.01419,192.2118,1.8204302,1.8193549,0.00075268815,19.179728,37.01419,192.2118
2024-03-10,2024-03-11,0,0,0,0,4,0,0,0,0,1,0,0,1,1.8204302,1.8193549,0.00075268815,19.179728,37.01419,192.2118,1.8204302,1.8193549,0.00075268815,19.179728,37.01419,192.2118
2024-03-11,2024-03-21,0,0,0,0,0,4,0,0,0,10,0,1,1,1.8204302,1.8193549,0.00075268815,19.179728,37.01419,192.2118,1.8204302,1.8193549,0.00075268815,19.179728,37.01419,192.2118
2024-03-21,2024-03-23,0,0,0,0,0,0,4,0,0,2,0,1,0,1.8204302,1.8193549,0.00075268815,19.179728,37.01419,192.2118,1.8204302,1.8193549,0.00075268815,19.179728,37.01419,192.2118
2024-03-23,2024-03-23,0,0,0,0,0,0,0,4,0,0,0,0,0,1.8204302,1.8193549,0.00075268815,19.179728,37.01419,192.2118,1.8204302,1.8193549,0.00075268815,19.179728,37.01419,192.2118
2024-03-23,2024-04-07,0,0,0,0,0,0,0,0,4,15,0,0,0,1.8204302,1.8193549,0.00075268815,19.179728,37.01419,192.2118,1.9555556,1.9555556,0.0,17.385378,34.792004,173.4024
2024-04-07,2024-04-07,0,0,0,0,0,0,0,4,0,0,1,0,0,1.9555556,1.9555556,0.0,17.385378,34.792004,173.4024,1.9555556,1.9555556,0.0,17.385378,34.792004,173.4024
2024-04-07,2024-04-09,0,0,0,0,0,0,4,0,0,2,1,0,1,1.9555556,1.9555556,0.0,17.385378,34.792004,173.4024,1.9555556,1.9555556,0.0,17.385378,34.792004,173.4024
2024-04-09,2024-04-19,0,0,0,0,0,4,0,0,0,10,1,1,1,1.9555556,1.9555556,0.0,17.385378,34.792004,173.4024,1.9555556,1.9555556,0.0,17.385378,34.792004,173.4024
2024-04-19,2024-04-20,0,0,0,0,4,0,0,0,0,1,1,1,0,1.9555556,1.9555556,0.0,17.385378,34.792004,173.4024,1.9555556,1.9555556,0.0,17.385378,34.792004,173.4024
2024-04-20,2024-04-20,0,0,0,4,0,0,0,0,0,0,1,0,0,1.9555556,1.9555556,0.0,17.385378,34.792004,173.4024,1.9555556,1.9555556,0.0,17.385378,34.792004,173.4024
2024-04-20,2024-04-25,0,0,4,0,0,0,0,0,0,5,1,0,1,1.9555556,1.9555556,0.0,17.385378,34.792004,173.4024,1.9555556,1.9555556,0.0,17.385378,34.792004,173.4024
