Days,Inverted,PerfMean,PerfStd,EntryLoad,ExitLoad,EntryDemand,ExitDemand,Distance,ContainerQuantity,Entry,Exit,Stage,Entry_Working_Day,Exit_Working_Day,Entry_precipitation_sum,Entry_rain_sum,Entry_snowfall_sum,Entry_wind_speed_10m_max,Entry_wind_gusts_10m_max,Entry_wind_direction_10m_dominant,Exit_precipitation_sum,Exit_rain_sum,Exit_snowfall_sum,Exit_wind_speed_10m_max,Exit_wind_gusts_10m_max,Exit_wind_direction_10m_dominant
2.0,0.0,2.0,0.0,2.0,2.0,4.0,4.0,0.0,4.0,2023-08-21,2023-08-23,6,1,1,0.0,0.0,0.0,11.841756,21.599998,331.13492,0.0,0.0,0.0,20.12461,47.88,210.46544
0.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0,15.06,4.0,2023-08-23,2023-08-23,7,1,1,0.0,0.0,0.0,20.12461,47.88,210.46544,0.0,0.0,0.0,20.12461,47.88,210.46544
15.0,0.0,15.9375,3.630921887069453,2.0,1.0,4.0,2.0,0.0,4.0,2023-08-23,2023-09-07,8,1,1,0.0,0.0,0.0,20.12461,47.88,210.46544,0.0,0.0,0.0,11.304229,24.48,122.7166
0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,9.7,2.0,2023-09-06,2023-09-06,1,1,1,0.0,0.0,0.0,13.18308,25.56,121.80721,0.0,0.0,0.0,13.18308,25.56,121.80721
5.0,0.0,5.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,2023-09-06,2023-09-11,2,1,1,0.0,0.0,0.0,13.18308,25.56,121.80721,22.300001,22.300001,0.0,10.495713,22.68,290.91608
0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,15.06,4.0,2023-09-07,2023-09-07,7,1,1,0.0,0.0,0.0,11.304229,24.48,122.7166,0.0,0.0,0.0,11.304229,24.48,122.7166
2.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,4.0,2023-09-07,2023-09-09,6,1,0,0.0,0.0,0.0,11.304229,24.48,122.7166,0.1,0.1,0.0,9.726664,33.48,103.32451
12.0,1.0,10.5,1.0606601717798212,1.0,1.0,2.0,2.0,6698.14,4.0,2023-09-09,2023-09-21,5,0,1,0.1,0.1,0.0,9.726664,33.48,103.32451,3.7999995,3.7999995,0.0,21.470612,38.88,242.38042
0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,9.42,2.0,2023-09-11,2023-09-11,3,1,1,22.300001,22.300001,0.0,10.495713,22.68,290.91608,22.300001,22.300001,0.0,10.495713,22.68,290.91608
1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,2023-09-11,2023-09-12,4,1,1,22.300001,22.300001,0.0,10.495713,22.68,290.91608,0.6,0.6,0.0,11.988594,25.56,301.47675
10.0,0.0,10.375,0.5994789404140899,1.0,1.0,2.0,2.0,6698.14,2.0,2023-09-12,2023-09-22,5,1,1,0.6,0.6,0.0,11.988594,25.56,301.47675,0.2,0.2,0.0,14.255272,26.64,265.10095
1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,4.0,2023-09-21,2023-09-22,4,1,1,3.7999995,3.7999995,0.0,21.470612,38.88,242.38042,0.2,0.2,0.0,14.255272,26.64,265.10095
0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,9.42,4.0,2023-09-22,2023-09-22,3,1,1,0.2,0.2,0.0,14.255272,26.64,265.10095,0.2,0.2,0.0,14.255272,26.64,265.10095
2.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,2023-09-22,2023-09-24,6,1,0,0.2,0.2,0.0,14.255272,26.64,265.10095,0.0,0.0,0.0,11.879999,19.08,98.08256
5.0,1.0,5.0,0.0,1.0,1.0,2.0,2.0,0.0,4.0,2023-09-22,2023-09-27,2,1,1,0.2,0.2,0.0,14.255272,26.64,265.10095,0.0,0.0,0.0,13.392774,25.919998,208.09929
0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,15.06,2.0,2023-09-24,2023-09-24,7,0,0,0.0,0.0,0.0,11.879999,19.08,98.08256,0.0,0.0,0.0,11.879999,19.08,98.08256
30.0,0.0,15.9375,3.630921887069453,1.0,2.0,2.0,2.0,0.0,2.0,2023-09-24,2023-10-09,8,0,1,0.0,0.0,0.0,11.879999,19.08,98.08256,0.0,0.0,0.0,9.83268,12.24,317.0309
46.0,1.0,119.89285714285714,100.92866621166311,1.0,1.0,2.0,0.0,9.7,3.0,2023-09-27,2023-11-12,1,1,0,0.0,0.0,0.0,13.392774,25.919998,208.09929,4.1,4.1,0.0,17.208603,31.319998,222.45624
145.0,1.0,119.89285714285714,100.92866621166311,1.0,0.0,2.0,0.0,9.7,1.0,2023-09-27,2024-02-19,1,1,1,0.0,0.0,0.0,13.392774,25.919998,208.09929,1.1,1.1,0.0,9.178235,16.199999,233.03937
0.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,15.06,4.0,2023-10-09,2023-10-09,1,1,1,0.0,0.0,0.0,9.83268,12.24,317.0309,0.0,0.0,0.0,9.83268,12.24,317.0309
2.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2023-10-09,2023-10-09,7,1,1,0.0,0.0,0.0,9.83268,12.24,317.0309,0.0,0.0,0.0,9.83268,12.24,317.0309
5.0,0.0,5.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2023-10-09,2023-10-11,6,1,1,0.0,0.0,0.0,9.83268,12.24,317.0309,0.0,0.0,0.0,10.495713,18.0,147.23279
10.0,1.0,10.5,1.0606601717798212,2.0,2.0,2.0,2.0,6698.14,2.0,2023-10-09,2023-10-14,2,1,0,0.0,0.0,0.0,9.83268,12.24,317.0309,0.0,0.0,0.0,14.168641,29.88,47.040855
0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,9.42,2.0,2023-10-11,2023-10-21,5,1,0,0.0,0.0,0.0,10.495713,18.0,147.23279,0.6,0.6,0.0,15.281989,30.960001,140.3431
1.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2023-10-14,2023-10-14,3,0,0,0.0,0.0,0.0,14.168641,29.88,47.040855,0.0,0.0,0.0,14.168641,29.88,47.040855
11.0,0.0,10.375,0.5994789404140899,2.0,2.0,2.0,2.0,6698.14,2.0,2023-10-14,2023-10-15,4,0,0,0.0,0.0,0.0,14.168641,29.88,47.040855,0.0,0.0,0.0,14.799459,25.199999,96.052536
1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2023-10-15,2023-10-26,5,0,1,0.0,0.0,0.0,14.799459,25.199999,96.052536,10.400001,10.400001,0.0,31.956972,60.479996,236.75696
0.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,9.42,2.0,2023-10-21,2023-10-22,4,0,0,0.6,0.6,0.0,15.281989,30.960001,140.3431,14.500001,14.500001,0.0,18.440998,33.839996,233.77875
5.0,1.0,5.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2023-10-22,2023-10-22,3,0,0,14.500001,14.500001,0.0,18.440998,33.839996,233.77875,14.500001,14.500001,0.0,18.440998,33.839996,233.77875
2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2023-10-22,2023-10-27,2,0,1,14.500001,14.500001,0.0,18.440998,33.839996,233.77875,4.3999996,4.3999996,0.0,29.035288,55.44,195.40808
16.0,1.0,119.89285714285714,100.92866621166311,2.0,1.0,2.0,0.0,9.7,1.0,2023-10-26,2023-10-28,6,1,0,10.400001,10.400001,0.0,31.956972,60.479996,236.75696,32.3,32.3,0.0,16.055355,49.68,192.04778
122.0,1.0,119.89285714285714,100.92866621166311,2.0,0.0,2.0,0.0,9.7,1.0,2023-10-27,2023-11-12,1,1,0,4.3999996,4.3999996,0.0,29.035288,55.44,195.40808,4.1,4.1,0.0,17.208603,31.319998,222.45624
0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,15.06,2.0,2023-10-27,2024-02-26,1,1,1,4.3999996,4.3999996,0.0,29.035288,55.44,195.40808,2.5,2.5,0.0,24.162945,47.16,341.6777
15.0,0.0,15.9375,3.630921887069453,2.0,1.0,2.0,0.0,0.0,2.0,2023-10-28,2023-10-28,7,0,0,32.3,32.3,0.0,16.055355,49.68,192.04778,32.3,32.3,0.0,16.055355,49.68,192.04778
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,15.06,2.0,2023-10-28,2023-11-12,8,0,0,32.3,32.3,0.0,16.055355,49.68,192.04778,4.1,4.1,0.0,17.208603,31.319998,222.45624
2.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2023-11-12,2023-11-12,7,0,0,4.1,4.1,0.0,17.208603,31.319998,222.45624,4.1,4.1,0.0,17.208603,31.319998,222.45624
10.0,1.0,10.5,1.0606601717798212,1.0,1.0,0.0,0.0,6698.14,2.0,2023-11-12,2023-11-14,6,0,1,4.1,4.1,0.0,17.208603,31.319998,222.45624,0.90000004,0.90000004,0.0,13.783817,25.199999,196.83174
1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2023-11-14,2023-11-24,5,1,1,0.90000004,0.90000004,0.0,13.783817,25.199999,196.83174,0.1,0.1,0.0,13.849476,25.56,39.487156
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,9.42,2.0,2023-11-24,2023-11-25,4,1,0,0.1,0.1,0.0,13.849476,25.56,39.487156,0.0,0.0,0.0,8.12197,18.359999,95.4476
5.0,1.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2023-11-25,2023-11-25,3,0,0,0.0,0.0,0.0,8.12197,18.359999,95.4476,0.0,0.0,0.0,8.12197,18.359999,95.4476
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,9.7,4.0,2023-11-25,2023-11-30,2,0,1,0.0,0.0,0.0,8.12197,18.359999,95.4476,8.900001,8.900001,0.0,12.0694,22.319998,319.10522
5.0,0.0,5.0,0.0,1.0,0.0,0.0,4.0,0.0,4.0,2023-11-27,2023-11-27,1,1,1,0.4,0.4,0.0,17.782688,34.2,329.18604,0.4,0.4,0.0,17.782688,34.2,329.18604
14.0,1.0,119.89285714285714,100.92866621166311,1.0,0.0,0.0,4.0,9.7,2.0,2023-11-27,2023-12-02,2,1,0,0.4,0.4,0.0,17.782688,34.2,329.18604,0.1,0.1,0.0,18.35647,32.399998,142.62558
0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,9.42,4.0,2023-11-30,2023-12-14,1,1,1,8.900001,8.900001,0.0,12.0694,22.319998,319.10522,5.9,5.9,0.0,11.27553,21.96,349.26114
1.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,2023-12-02,2023-12-02,3,0,0,0.1,0.1,0.0,18.35647,32.399998,142.62558,0.1,0.1,0.0,18.35647,32.399998,142.62558
10.0,0.0,10.375,0.5994789404140899,0.0,0.0,4.0,4.0,6698.14,4.0,2023-12-02,2023-12-03,4,0,0,0.1,0.1,0.0,18.35647,32.399998,142.62558,15.099999,15.099999,0.0,29.131096,56.16,208.37752
2.0,0.0,2.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,2023-12-03,2023-12-13,5,0,1,15.099999,15.099999,0.0,29.131096,56.16,208.37752,0.1,0.1,0.0,17.0763,30.599998,314.5172
0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,15.06,4.0,2023-12-13,2023-12-15,6,1,1,0.1,0.1,0.0,17.0763,30.599998,314.5172,0.0,0.0,0.0,13.044722,26.28,27.118792
15.0,0.0,15.9375,3.630921887069453,0.0,0.0,4.0,4.0,0.0,4.0,2023-12-15,2023-12-15,7,1,1,0.0,0.0,0.0,13.044722,26.28,27.118792,0.0,0.0,0.0,13.044722,26.28,27.118792
0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,9.7,2.0,2023-12-15,2023-12-30,8,1,0,0.0,0.0,0.0,13.044722,26.28,27.118792,5.0999994,5.0999994,0.0,29.601109,58.679996,239.75104
5.0,0.0,5.0,0.0,0.0,2.0,4.0,2.0,0.0,2.0,2023-12-29,2023-12-29,1,1,1,0.1,0.1,0.0,16.199999,28.08,173.07535,0.1,0.1,0.0,16.199999,28.08,173.07535
0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,15.06,4.0,2023-12-29,2024-01-03,2,1,1,0.1,0.1,0.0,16.199999,28.08,173.07535,4.0,4.0,0.0,17.727943,33.839996,206.43823
2.0,1.0,2.0,0.0,0.0,2.0,4.0,2.0,0.0,4.0,2023-12-30,2023-12-30,7,0,0,5.0999994,5.0999994,0.0,29.601109,58.679996,239.75104,5.0999994,5.0999994,0.0,29.601109,58.679996,239.75104
12.0,1.0,10.5,1.0606601717798212,2.0,2.0,2.0,2.0,6698.14,4.0,2023-12-30,2024-01-01,6,0,1,5.0999994,5.0999994,0.0,29.601109,58.679996,239.75104,1.8,1.8,0.0,30.827856,56.519997,214.67123
0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,9.42,2.0,2024-01-01,2024-01-13,5,1,0,1.8,1.8,0.0,30.827856,56.519997,214.67123,0.2,0.2,0.0,7.172949,11.5199995,98.325615
1.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2024-01-03,2024-01-03,3,1,1,4.0,4.0,0.0,17.727943,33.839996,206.43823,4.0,4.0,0.0,17.727943,33.839996,206.43823
10.0,0.0,10.375,0.5994789404140899,2.0,2.0,2.0,2.0,6698.14,2.0,2024-01-03,2024-01-04,4,1,1,4.0,4.0,0.0,17.727943,33.839996,206.43823,3.6,3.6,0.0,14.113652,31.68,262.4735
1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,4.0,2024-01-04,2024-01-14,5,1,0,3.6,3.6,0.0,14.113652,31.68,262.4735,3.6,3.6,0.0,11.983188,21.96,89.15121
0.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,9.42,4.0,2024-01-13,2024-01-14,4,0,0,0.2,0.2,0.0,7.172949,11.5199995,98.325615,3.6,3.6,0.0,11.983188,21.96,89.15121
2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2024-01-14,2024-01-14,3,0,0,3.6,3.6,0.0,11.983188,21.96,89.15121,3.6,3.6,0.0,11.983188,21.96,89.15121
5.0,1.0,5.0,0.0,2.0,2.0,2.0,2.0,0.0,4.0,2024-01-14,2024-01-16,6,0,1,3.6,3.6,0.0,11.983188,21.96,89.15121,1.8,1.8,0.0,29.882166,55.079998,213.12024
0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,15.06,2.0,2024-01-14,2024-01-19,2,0,1,3.6,3.6,0.0,11.983188,21.96,89.15121,0.0,0.0,0.0,14.007655,24.48,82.52143
15.0,0.0,15.9375,3.630921887069453,2.0,2.0,2.0,2.0,0.0,2.0,2024-01-16,2024-01-16,7,1,1,1.8,1.8,0.0,29.882166,55.079998,213.12024,1.8,1.8,0.0,29.882166,55.079998,213.12024
31.0,1.0,119.89285714285714,100.92866621166311,2.0,0.0,2.0,0.0,9.7,2.0,2024-01-16,2024-01-31,8,1,1,1.8,1.8,0.0,29.882166,55.079998,213.12024,0.4,0.4,0.0,10.495713,21.96,269.6303
0.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,15.06,2.0,2024-01-19,2024-02-19,1,1,1,0.0,0.0,0.0,14.007655,24.48,82.52143,1.1,1.1,0.0,9.178235,16.199999,233.03937
2.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,2024-01-31,2024-01-31,7,1,1,0.4,0.4,0.0,10.495713,21.96,269.6303,0.4,0.4,0.0,10.495713,21.96,269.6303
11.0,1.0,10.5,1.0606601717798212,0.0,0.0,0.0,0.0,6698.14,2.0,2024-01-31,2024-02-02,6,1,1,0.4,0.4,0.0,10.495713,21.96,269.6303,0.0,0.0,0.0,9.387651,18.0,18.78603
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2024-02-02,2024-02-13,5,1,1,0.0,0.0,0.0,9.387651,18.0,18.78603,0.0,0.0,0.0,13.513193,24.48,144.00607
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.42,2.0,2024-02-13,2024-02-14,4,1,1,0.0,0.0,0.0,13.513193,24.48,144.00607,0.5,0.5,0.0,21.533897,42.839996,145.56912
5.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2024-02-14,2024-02-14,3,1,1,0.5,0.5,0.0,21.533897,42.839996,145.56912,0.5,0.5,0.0,21.533897,42.839996,145.56912
0.0,1.0,119.89285714285714,100.92866621166311,0.0,0.0,0.0,0.0,9.7,1.0,2024-02-14,2024-02-19,2,1,1,0.5,0.5,0.0,21.533897,42.839996,145.56912,1.1,1.1,0.0,9.178235,16.199999,233.03937
0.0,0.0,0.0,0.0,2.0,2.0,6.0,6.0,9.7,4.0,2024-02-19,2024-02-19,1,1,1,1.1,1.1,0.0,9.178235,16.199999,233.03937,1.1,1.1,0.0,9.178235,16.199999,233.03937
5.0,0.0,5.0,0.0,2.0,2.0,6.0,6.0,0.0,4.0,2024-03-05,2024-03-05,1,1,1,1.8204302,1.8193549,0.00075268815,19.179728,37.01419,192.2118,1.8204302,1.8193549,0.00075268815,19.179728,37.01419,192.2118
0.0,0.0,0.0,0.0,2.0,2.0,6.0,6.0,9.42,4.0,2024-03-05,2024-03-10,2,1,0,1.8204302,1.8193549,0.00075268815,19.179728,37.01419,192.2118,1.8204302,1.8193549,0.00075268815,19.179728,37.01419,192.2118
1.0,0.0,1.0,0.0,2.0,2.0,6.0,6.0,0.0,4.0,2024-03-10,2024-03-10,3,0,0,1.8204302,1.8193549,0.00075268815,19.179728,37.01419,192.2118,1.8204302,1.8193549,0.00075268815,19.179728,37.01419,192.2118
10.0,0.0,10.375,0.5994789404140899,2.0,2.0,6.0,6.0,6698.14,4.0,2024-03-10,2024-03-11,4,0,1,1.8204302,1.8193549,0.00075268815,19.179728,37.01419,192.2118,1.8204302,1.8193549,0.00075268815,19.179728,37.01419,192.2118
2.0,0.0,2.0,0.0,2.0,2.0,6.0,6.0,0.0,4.0,2024-03-11,2024-03-21,5,1,1,1.8204302,1.8193549,0.00075268815,19.179728,37.01419,192.2118,1.8204302,1.8193549,0.00075268815,19.179728,37.01419,192.2118
0.0,0.0,0.0,0.0,2.0,2.0,6.0,6.0,15.06,4.0,2024-03-21,2024-03-23,6,1,0,1.8204302,1.8193549,0.00075268815,19.179728,37.01419,192.2118,1.8204302,1.8193549,0.00075268815,19.179728,37.01419,192.2118
15.0,0.0,15.9375,3.630921887069453,2.0,0.0,6.0,0.0,0.0,4.0,2024-03-23,2024-03-23,7,0,0,1.8204302,1.8193549,0.00075268815,19.179728,37.01419,192.2118,1.8204302,1.8193549,0.00075268815,19.179728,37.01419,192.2118
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.06,4.0,2024-03-23,2024-04-07,8,0,0,1.8204302,1.8193549,0.00075268815,19.179728,37.01419,192.2118,1.9555556,1.9555556,0.0,17.385378,34.792004,173.4024
2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2024-04-07,2024-04-07,7,0,0,1.9555556,1.9555556,0.0,17.385378,34.792004,173.4024,1.9555556,1.9555556,0.0,17.385378,34.792004,173.4024
10.0,1.0,10.5,1.0606601717798212,0.0,0.0,0.0,0.0,6698.14,4.0,2024-04-07,2024-04-09,6,0,1,1.9555556,1.9555556,0.0,17.385378,34.792004,173.4024,1.9555556,1.9555556,0.0,17.385378,34.792004,173.4024
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2024-04-09,2024-04-19,5,1,1,1.9555556,1.9555556,0.0,17.385378,34.792004,173.4024,1.9555556,1.9555556,0.0,17.385378,34.792004,173.4024
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.42,4.0,2024-04-19,2024-04-20,4,1,0,1.9555556,1.9555556,0.0,17.385378,34.792004,173.4024,1.9555556,1.9555556,0.0,17.385378,34.792004,173.4024
5.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2024-04-20,2024-04-20,3,0,0,1.9555556,1.9555556,0.0,17.385378,34.792004,173.4024,1.9555556,1.9555556,0.0,17.385378,34.792004,173.4024
